Date,Open,High,Low,Close,Volume
2019-01-02,36.9444693411881,37.88901287019494,36.78704481309749,37.66718673706055,148158800
2019-01-03,34.34220305872549,34.75723031072386,33.86993317854554,33.915252685546875,365248800
2019-01-04,34.473397843911584,35.43225211492277,34.29927874509226,35.36307907104492,234428400
2019-01-07,35.46802857200159,35.49903742871124,34.80016986131174,35.284366607666016,219111200
2019-01-08,35.67314533765117,36.21220429826707,35.42508548038979,35.95698547363281,164101200
2019-01-09,36.08577622511834,36.85858419909549,35.68983483628361,36.567588806152344,180396400
2019-01-10,36.37440495188372,36.725030654714004,35.98323116880231,36.68448257446289,143122800
2019-01-11,36.465036431002055,36.660621462294706,36.13826068090229,36.32430648803711,108092800
2019-01-14,35.98084307721351,36.0810213178373,35.59205323610921,35.778099060058594,129756800
2019-01-15,35.842502113611935,36.58668543964346,35.79002727502903,36.51036071777344,114843600
2019-01-16,36.51273051611671,37.18058886240788,36.49364843313294,36.95637893676758,122278800
2019-01-17,36.77988943935679,37.60517262297568,36.55567940983745,37.17583465576172,119284800
2019-01-18,37.5670079931064,37.65764701831298,37.204455531816905,37.404815673828125,135004000
2019-01-22,37.30701931736308,37.38334404012299,36.40302392903853,36.56521987915039,121576000
2019-01-23,36.76795152660388,37.00408824684386,36.183576744897515,36.71309280395508,92522400
2019-01-24,36.7584188843341,36.84667036346506,36.193126087459284,36.42210388183594,101766000
2019-01-25,37.08519007898912,37.71727199264311,36.8085088877834,37.6290168762207,134142000
2019-01-28,37.1591291211258,37.28793230561794,36.65108262984457,37.28077697753906,104768400
2019-01-29,37.26885789319794,37.71727795602071,36.75842376107418,36.894378662109375,166348800
2019-01-30,38.93850123972467,39.630209759990834,38.21816776280465,39.41554260253906,244439200
2019-01-31,39.620659098999404,40.3099835237351,39.25095142161422,39.699371337890625,162958400
2019-02-01,39.82341357723608,40.30522272121144,39.57773393313214,39.71846389770508,130672400
2019-02-04,39.930734748846724,40.94444730466939,39.899725906017245,40.84665298461914,125982000
2019-02-05,41.230675449522025,41.760191529038174,41.109031240808925,41.5455207824707,144406400
2019-02-06,41.65763950801621,41.87708175854276,41.22830515234045,41.55984878540039,112958400
2019-02-07,41.12095844643784,41.48828228416903,40.62960649164856,40.77272033691406,126966800
2019-02-08,40.48048140134687,40.88051884510569,40.343939770856174,40.82063293457031,95280000
2019-02-11,40.97394734273682,41.01227520891015,40.542767986153166,40.58588409423828,83973600
2019-02-12,40.74637386107052,40.96196167096465,40.65055421378195,40.935611724853516,89134000
2019-02-13,41.05538669141581,41.31648839690441,40.703257227808,40.76553726196289,89960800
2019-02-14,40.652956967864775,41.02424672424616,40.573907119850794,40.914058685302734,87342800
2019-02-15,41.021854066675054,41.1296479886677,40.66253855660199,40.82303237915039,98507200
2019-02-19,40.652950567331295,41.06736001881353,40.600250676952555,40.9451904296875,75891200
2019-02-20,41.00747487004267,41.51770397489298,40.95956687476161,41.20869064331055,104457600
2019-02-21,41.15359339271642,41.29013135127921,40.794277973667924,40.9763298034668,68998800
2019-02-22,41.100899072957226,41.4410506104486,41.052991074957,41.43386459350586,75652800
2019-02-25,41.71892491494741,42.12854252874818,41.66861913782732,41.73569107055664,87493600
2019-02-26,41.61113146740261,41.9920050157966,41.48177584200517,41.759647369384766,68280800
2019-02-27,41.4913640075689,41.92014560289975,41.3763804050668,41.88900375366211,111341600
2019-02-28,41.75723988623331,41.898569725483924,41.42187667097745,41.47697067260742,112861600
2019-03-01,41.74766672099411,41.956068525306904,41.4147011961612,41.9129524230957,103544800
2019-03-04,42.08542092127852,42.57888021404128,41.67340558544547,42.123748779296875,109744800
2019-03-05,42.145302378167806,42.15967440962056,41.80993913864044,42.047088623046875,78949600
2019-03-06,41.841086791388626,42.03751432892731,41.66622095917077,41.80515670776367,83241600
2019-03-07,41.649447388331524,41.78598900406581,41.20629389135005,41.32127380371094,99185600
2019-03-08,40.79906991909989,41.457814854825195,40.60264240197744,41.41948699951172,95997600
2019-03-11,42.03750261464039,42.907043292368314,42.00396666088704,42.85434341430664,128044000
2019-03-12,43.117856536178195,43.757437636180654,42.96694286865486,43.33584213256836,129870400
2019-03-13,43.65681392007774,43.90833538974087,43.33822054585707,43.527462005615234,124130000
2019-03-14,44.05207833801341,44.09998999492004,43.73109070555793,44.011356353759766,94318000
2019-03-15,44.27964071675346,44.87370788563967,44.01374714575612,44.583858489990234,156171600
2019-03-18,44.50720292069204,45.12761998571348,44.50480514532851,45.03899002075195,104879200
2019-03-19,45.11805053776182,45.27135833638448,44.53595753406502,44.68207931518555,126585600
2019-03-20,44.610215298637904,45.391129978639086,44.250899804447286,45.07253646850586,124140800
2019-03-21,45.518082505798304,47.02960225648532,45.46777673422874,46.732566833496094,204136800
2019-03-22,46.79246476253613,47.35539391095431,45.70014609212587,45.76482391357422,169630800
2019-03-25,45.87499712059471,45.9875829138425,44.69884073019582,45.211463928222656,175381200
2019-03-26,45.910938157311506,46.20318171113243,44.21496862789286,44.74435806274414,199202000
2019-03-27,45.21385765635462,45.45579539339186,44.686862430594424,45.146785736083984,119393600
2019-03-28,45.26176285876922,45.40788460216888,44.921611382607544,45.206668853759766,83121600
2019-03-29,45.47256437732267,45.53245028041847,45.16355107046687,45.50130844116211,94256000
2019-04-01,45.90614543623363,45.91572557407298,45.12523444464125,45.81032943725586,111448000
2019-04-02,45.774392569397584,46.58165710898199,45.76481243221266,46.47625732421875,91062800
2019-04-03,46.291817633770016,47.07033461855528,46.26786180294875,46.79486083984375,93087200
2019-04-04,46.66069412962246,47.039173439156556,46.26544866952068,46.876285552978516,76457200
2019-04-05,47.058344269726845,47.21404981863245,46.93378056163148,47.190093994140625,74106400
2019-04-08,47.051163318915215,47.96382404106772,47.0319993882877,47.93268585205078,103526800
2019-04-09,47.98538322572627,48.59142833628125,47.72427788290095,47.78895568847656,143072800
2019-04-10,47.5925243281573,48.08598725216494,47.47275251901036,48.0572395324707,86781200
2019-04-11,48.1123426080529,48.14827269278017,47.53504154579498,47.65720748901367,83603200
2019-04-12,47.71708464760253,47.942256217646225,47.00085161901344,47.63803482055664,111042800
2019-04-15,47.56857179300715,47.87279320933779,47.43203017716153,47.724273681640625,70146400
2019-04-16,47.779374527172074,48.236900087149166,47.563783064922795,47.729068756103516,102785600
2019-04-17,47.79852498565726,48.718375123097665,47.575751207740645,48.65848922729492,115627200
2019-04-18,48.65610278532575,48.90283244109063,48.51237879500945,48.83336639404297,96783200
2019-04-22,48.58663111455801,49.09206828056482,48.46925342917841,48.99385452270508,77758000
2019-04-23,48.96991815545498,49.7652050153452,48.84296028344732,49.70052719116211,93292000
2019-04-24,49.67175594548098,49.94004358030601,49.59749802192369,49.62384796142578,70162400
2019-04-25,49.54480867165891,49.76758248967233,49.135187462377075,49.17351531982422,74172800
2019-04-26,49.082498122488595,49.1064539523288,48.41656699057117,48.93877410888672,74596400
2019-04-29,48.962713793993906,49.33879902670251,48.83336184923314,49.01301956176758,88818800
2019-04-30,48.6417267862296,48.72317073961693,47.695530220323526,48.069217681884766,186139600
2019-05-01,50.275414615631476,51.57613467844628,50.11970907425046,50.4287223815918,259309200
2019-05-02,50.26583730415948,50.93895435796423,49.856219720416995,50.10055160522461,127985200
2019-05-03,50.51735810702997,50.74492383406222,50.35925842735228,50.723365783691406,83569600
2019-05-06,48.93636369676356,50.02628788042311,48.747125848417014,49.9400520324707,129772400
2019-05-07,49.31722980243368,49.686125280309966,48.10753408114063,48.593807220458984,155054800
2019-05-08,48.363868941184016,49.18789980925242,48.32793885019418,48.60341262817383,105358000
2019-05-09,48.004559161295255,48.3111748249608,47.108668003925956,48.081214904785156,139634400
2019-05-10,47.4728247360462,47.816693222920144,46.35465865703237,47.41511154174805,164834800
2019-05-13,45.137895491396044,45.563517867734376,43.96923004047758,44.659366607666016,229722400
2019-05-14,44.825288079430855,45.61641996040873,44.58482197139578,45.366336822509766,146118800
2019-05-15,44.79161663321027,46.10936969140274,44.731500114707785,45.90978240966797,106178800
2019-05-16,45.66693064017268,46.28252344040934,45.4096300803427,45.70780944824219,132125600
2019-05-17,44.95032304753032,45.90497368874235,44.90944425380547,45.448089599609375,131516400
2019-05-20,44.13034172783792,44.329929040318554,43.35123020710624,44.026939392089844,154449200
2019-05-21,44.53913110395929,45.20762656494578,44.41408770522743,44.870975494384766,113459200
2019-05-22,44.40447386509313,44.656964020759766,43.89709021351947,43.952396392822266,118994400
2019-05-23,43.235802097979615,43.413744649619424,42.75727327586627,43.2021369934082,146118800
2019-05-24,43.33198900132276,43.79849380641274,42.95205213603526,43.036216735839844,94858800
2019-05-28,43.02419475079899,43.425772702897646,42.781325307449706,42.858272552490234,111792800
2019-05-29,42.42302439776346,43.127591903624584,42.32202908684004,42.653873443603516,113924800
2019-05-30,42.790942207956036,43.098738525632164,42.48314589027991,42.87510681152344,84873600
2019-05-31,42.37734183158862,42.800564536423366,42.07916620142415,42.09840393066406,108174400
2019-06-03,42.22585575514875,42.78373529332015,40.944170785501775,41.67278289794922,161584400
2019-06-04,42.18738475546183,43.243031077566705,41.96615632302049,43.19734191894531,123872000
2019-06-05,44.313096206729206,44.4838287660272,43.55803273828841,43.894683837890625,119093600
2019-06-06,44.02453762991812,44.59925150916613,43.800902230627514,44.53913497924805,90105200
2019-06-07,44.84932448874321,46.15024678177528,44.67138194883943,45.7246208190918,122737600
2019-06-10,46.12380764351111,46.979866476178515,46.078118491898756,46.30896759033203,104883600
2019-06-11,46.85722362360786,47.13135482633914,46.55423766350111,46.84519958496094,107731600
2019-06-12,46.63840421020281,47.12414681008803,46.50374376727745,46.69611740112305,73012800
2019-06-13,46.818753837308584,47.32132715830657,46.55424330115158,46.68649673461914,86698400
2019-06-14,46.061291139966194,46.55184046483752,45.76070845655376,46.34744644165039,75046000
2019-06-17,46.38591487221651,46.88127818069889,46.210375625217466,46.62397766113281,58676400
2019-06-18,47.143372418036996,48.16294617757022,46.94138180558844,47.720489501953125,106204000
2019-06-19,48.01627490598919,48.06437106719529,47.446371354072,47.581031799316406,84496800
2019-06-20,48.18218881333447,48.239901995296194,47.619499048787546,47.9633674621582,86056000
2019-06-21,47.80466844335108,48.29762475468286,47.64836325383406,47.79985809326172,191202400
2019-06-24,47.742137876676,48.131695453723225,47.65316659383222,47.75175857543945,72881600
2019-06-25,47.715683583626934,47.915270874894674,46.96062022194022,47.0279541015625,84281200
2019-06-26,47.556985751524515,48.331286954258495,47.45599042106641,48.04513168334961,104270000
2019-06-27,48.162950279526235,48.470750242280026,47.98981807498277,48.030696868896484,83598800
2019-06-28,47.77580483254112,47.97298880338543,47.383847569468884,47.59305191040039,124442400
2019-07-01,48.85550012954159,49.1729171624725,48.24952449254186,48.465946197509766,109012000
2019-07-02,48.43228145808535,48.84588347245747,48.42025741840279,48.74969482421875,67740800
2019-07-03,48.88195860022131,49.16090021438817,48.74008445256174,49.1536865234375,45448000
2019-07-05,48.898785838535765,49.3147911891304,48.79057315166156,49.11039352416992,69062000
2019-07-08,48.28800435337881,48.42987849350585,47.71088709263234,48.09803771972656,101354400
2019-07-09,47.90085025980805,48.456326408652934,47.80706861999297,48.39140319824219,82312000
2019-07-10,48.538089505077195,48.99016333158315,48.468352273048396,48.869930267333984,71588400
2019-07-11,48.889168477697986,49.14887233933144,48.5044248698581,48.514041900634766,80767200
2019-07-12,48.682363051255486,49.055086254188005,48.62224652398319,48.88676071166992,70380800
2019-07-15,49.076721940046205,49.50475127373558,49.05508087321524,49.346046447753906,67789600
2019-07-16,49.196949291867284,49.56245872270075,48.93484217263667,49.17530822753906,67467200
2019-07-17,49.067114007407184,49.317197165331336,48.87955072165859,48.89878845214844,56430000
2019-07-18,49.05507958297491,49.507156980733484,48.982939026214545,49.454254150390625,74162400
